region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        Воронежская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,988239.1,1476910.4,2024267.4,2816051.0,2865124.0,2737212.8,3100083.9,5618142.38,7982461.23,5246206.88,5250336.9,5601161.95
        Воронежская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,76778528.4,89882714.0,109969055.4,139869049.4,132502856.9,175892206.4,228301974.6,250018923.19,258914182.61,310682364.91,396550138.6,414143512.46
        Воронежская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",16246042.4,20879785.7,20814466.8,27016514.74,34450827.24,42016187.7,42595752.7,47264531.76,55283057.3,57921548.72,59743831.8,64230792.22
        Ивановская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,247417.5,363587.9,458240.7,676473.7,429417.0,596385.7,664325.9,739778.6,687440.6,747344.3,932747.0,891811.4
        Ивановская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,27397913.6,33667498.2,44112445.5,54707284.87,49500593.86,70363406.0,73821411.8,82749515.25,91906644.9,91571224.2,114727245.48,119270384.0
        Ивановская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",11567501.9,14347999.0,14147503.8,16125140.71,18128067.2,24728422.1,25070854.1,25237620.2,27608636.4,26531333.8,28550425.2,30806662.2
        Калужская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,927793.8,1169575.8,1413640.9,2236316.95,1652481.65,2001034.6,1529897.7,1615670.4,3524432.5,3822711.45,4582027.4,2810632.65
        Калужская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,55376371.24,67937804.54,91070512.68,151480708.4,153672590.6,281124036.2,356187607.4,420363758.25,428617394.65,454878066.13,456942443.2,517016154.65
        Калужская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",12330827.2,9112528.5,7666279.49,9189325.96,14979952.8,13023853.9,15087753.7,16811532.4,17952548.35,19355704.55,20631701.7,21474898.2
        Костромская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,91031.0,91427.3,160246.9,229877.1,145791.8,185069.8,253805.4,233360.7,296709.3,286576.8,725291.4,331505.4
        Костромская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,24826937.2,34065533.83,50947897.26,63379249.7,49822046.7,70201371.6,81591078.7,96282728.3,100103280.72,101087745.0,108057516.4,106428629.8
        Костромская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",13620550.1,16134507.1,16441239.45,20891294.8,21174508.0,24703305.6,29461309.3,30806535.0,33562430.7,36551447.6,34179346.7,36590073.4
        Курская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,21015318.5,21934135.1,26157750.0,33708760.9,16706891.0,38473169.8,53257094.8,48978727.7,50092604.1,43030162.9,44939583.4,49179984.2
        Курская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,35523647.0,43204171.64,58246220.66,69999234.35,70859401.65,82607645.8,94857193.5,104611831.35,114020237.66,119510454.01,151800308.4,167196610.05
        Курская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",23211527.9,25353337.8,28592177.03,34960939.4,44433446.15,54342543.8,55638013.4,51341982.0,50936790.92,59714245.92,59316467.2,59149956.8
        Липецкая область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1203125.2,1971660.2,3407524.9,4124133.9,3083785.0,3045511.0,3654905.0,5139567.8,5618268.35,5434058.1,5002472.1,5071710.02
        Липецкая область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,180854803.0,219487572.8,253261731.3,317542524.8,228463448.9,303619441.9,355824212.8,382979179.17,386962173.25,451425809.43,536869497.3,574429917.38
        Липецкая область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",16892796.7,14347033.7,13233866.1,16666966.3,17952342.0,22716426.2,26348564.4,26035212.95,27088963.65,27818178.57,28941375.9,27249417.69
        Московская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,3783851.5,5214695.4,7496608.6,11931251.87,9611706.77,7183868.6,7455736.3,8514240.47,9101201.2,10078140.52,15495486.9,12273113.97
        Московская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,523214844.1,625948991.7,908782277.9,1069302709.0,1032252834.0,1241243464.72,1425058084.36,1528670046.92,1611823466.03,1767158796.7,2086348910.38,2161204874.63
        Московская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",91538252.91,105960489.7,106006825.4,136928800.0,181524788.3,243276549.94,306841084.25,262030914.37,259976400.25,259483515.36,268204854.9,292428968.65
        Орловская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,71015.0,66646.2,120592.6,130078.0,93209.0,89859.4,182456.2,287721.4,135591.8,124598.5,147475.9,107020.67
        Орловская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,34781812.7,40797795.43,47795329.19,49612526.4,40435281.75,53966493.9,66441805.2,70809566.64,71709261.67,80157295.28,104302411.4,105689059.85
        Орловская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",8134537.1,6886734.0,8620830.35,7347280.0,8236372.15,9689551.9,13674332.6,13668008.23,10280231.1,12258887.09,12744111.1,13656159.1
        Рязанская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,615926.5,688454.8,1055957.6,1238998.5,940233.4,1526844.0,1806468.45,2236942.6,2466181.85,2033262.1,2402185.6,1465415.5
        Рязанская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,53928990.1,65180751.4,85367149.0,105334069.6,96548154.99,129846901.1,148008866.23,173418718.45,191486105.49,200669324.05,250367971.92,251462837.89
        Рязанская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",16107927.3,19136986.2,19273225.7,23400856.1,25243458.6,29031393.5,33583331.5,33277447.42,36072098.9,35038150.45,32929924.4,38945613.22
        Смоленская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,619670.82,684675.0,851355.7,1306057.92,950452.22,1104013.7,1269592.9,1777339.09,1989630.05,1397822.4,1026000.3,1404082.43
        Смоленская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,51398083.51,58954426.1,75327791.3,86743983.44,80049276.04,105016660.6,121946506.4,129459518.4,137850540.11,140286238.37,178437925.74,180556955.94
        Смоленская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",23391788.3,26770862.2,27863664.43,35849755.97,44412832.88,53812209.7,45820658.8,46343611.93,52194221.51,53871991.31,55430550.4,55230377.6
        Тамбовская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,55568.4,34504.3,100901.3,82381.7,194505.8,97758.2,96914.5,115484.4,162553.87,158171.3,173438.8,127284.3
        Тамбовская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,23070239.3,26667831.3,39039085.5,43779024.9,46862008.24,50412816.1,80489986.9,83330518.98,89453030.71,100852232.89,126629287.0,137364204.85
        Тамбовская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",6505696.5,6834479.7,6871637.3,8998103.3,9747857.69,10713660.26,11941274.4,13264471.14,14354119.42,14812878.95,15501558.6,16125547.25
        Тверская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,225107.0,468665.94,521006.95,821568.3,383794.45,921752.2,1342982.5,1961332.24,1772390.88,967666.4,1265766.4,1069833.7
        Тверская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,59321952.64,73049791.07,90524466.59,119022282.3,103600960.8,124106342.86,142949158.02,165888847.83,179908541.11,183904940.3,198375884.93,216934017.29
        Тверская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",22640022.82,32759114.19,37213520.33,42659905.3,48213428.04,59476269.2,62820753.0,69643528.49,82430400.84,86541298.88,88438131.0,88012986.48
        Тульская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,954662.9,1264620.5,1820033.7,2678297.5,1895277.9,1809619.8,2310038.8,3568826.4,4335835.37,5145515.1,5649932.4,4339122.0
        Тульская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,125101834.0,144827452.5,189130789.4,246029791.8,190035848.5,243146420.2,308752083.4,327597230.3,366469367.09,438461831.29,524308249.0,570971540.05
