region,total,18_30,31_40,41_50,51_60,60_,date
Архангельская область,88514.0,3442.0,5208.0,6711.0,13602.0,59551.0,2017-04-01
Ненецкий автономный округ,2929.0,151.0,205.0,283.0,561.0,1729.0,2017-04-01
Вологодская область,104322.0,3269.0,5430.0,7101.0,18275.0,70247.0,2017-04-01
Калининградская область,72731.0,3061.0,4441.0,5917.0,12320.0,46992.0,2017-04-01
город Санкт-Петербург,617044.0,13903.0,19078.0,27024.0,66584.0,490455.0,2017-04-01
Ленинградская область,145019.0,4963.0,7689.0,9943.0,23582.0,98842.0,2017-04-01
Мурманская область,29431.0,1648.0,2288.0,2946.0,4871.0,17678.0,2017-04-01
Новгородская область,63787.0,2321.0,3569.0,4664.0,11144.0,42089.0,2017-04-01
Псковская область,50079.0,2489.0,3722.0,4402.0,8615.0,30851.0,2017-04-01
Северо-Кавказский федеральный округ,865387.0,86046.0,106282.0,152171.0,213702.0,307186.0,2017-04-01
Республика Дагестан,277658.0,37003.0,40112.0,58090.0,73309.0,69144.0,2017-04-01
Республика Ингушетия,49768.0,5749.0,6082.0,12253.0,14796.0,10888.0,2017-04-01
Кабардино-Балкарская Республика,57206.0,4003.0,4668.0,7620.0,14445.0,26470.0,2017-04-01
Карачаево-Черкесская Республика,49529.0,3894.0,4425.0,7783.0,13762.0,19665.0,2017-04-01
Республика Северная Осетия-Алания,67566.0,3500.0,4223.0,7729.0,15036.0,37078.0,2017-04-01
Чеченская Республика,142625.0,21776.0,31945.0,35686.0,32596.0,20622.0,2017-04-01
Ставропольский край,221035.0,10121.0,14827.0,23010.0,49758.0,123319.0,2017-04-01
Южный федеральный округ,1212382.0,60012.0,90099.0,127625.0,251732.0,682914.0,2017-04-01
Республика Адыгея,34374.0,1605.0,2445.0,3820.0,7251.0,19253.0,2017-04-01
Республика Калмыкия,21929.0,2016.0,1925.0,2298.0,5438.0,10252.0,2017-04-01
Республика Крым,123685.0,6197.0,10607.0,15645.0,30783.0,60453.0,2017-04-01
Краснодарский край,422774.0,19476.0,26123.0,37625.0,78382.0,261168.0,2017-04-01
Астраханская область,44596.0,3103.0,3980.0,4744.0,8942.0,23827.0,2017-04-01
Волгоградская область,180567.0,7726.0,11986.0,16562.0,32275.0,112018.0,2017-04-01
Ростовская область,364921.0,19048.0,31582.0,44994.0,85079.0,184218.0,2017-04-01
город Севастополь,19536.0,841.0,1451.0,1937.0,3582.0,11725.0,2017-04-01
Приволжский федеральный округ,2301400.0,98207.0,134923.0,180792.0,413331.0,1474147.0,2017-04-01
Республика Башкортостан,265310.0,12326.0,15887.0,20285.0,45051.0,171761.0,2017-04-01
Республика Марий Эл,65093.0,3045.0,3760.0,4718.0,12096.0,41474.0,2017-04-01
Республика Мордовия,71760.0,2792.0,4018.0,6239.0,15015.0,43696.0,2017-04-01
Республика Татарстан,290085.0,14063.0,17381.0,25475.0,59776.0,173390.0,2017-04-01
Удмуртская Республика,107467.0,4999.0,7920.0,9358.0,20802.0,64388.0,2017-04-01
Чувашская Республика,80654.0,3950.0,5124.0,7545.0,15278.0,48757.0,2017-04-01
Кировская область,129115.0,4278.0,6137.0,7679.0,19945.0,91076.0,2017-04-01
Нижегородская область,302075.0,10687.0,14036.0,18612.0,45035.0,213705.0,2017-04-01
Оренбургская область,200689.0,7840.0,10569.0,13854.0,34059.0,134367.0,2017-04-01
Пензенская область,98276.0,3817.0,5705.0,8011.0,17483.0,63260.0,2017-04-01
Пермский край,214915.0,9153.0,13333.0,15577.0,33414.0,143438.0,2017-04-01
Самарская область,222049.0,9524.0,14443.0,20814.0,45265.0,132003.0,2017-04-01
Саратовская область,138746.0,6898.0,9670.0,13238.0,26862.0,82078.0,2017-04-01
Ульяновская область,115166.0,4835.0,6940.0,9387.0,23250.0,70754.0,2017-04-01
Уральский федеральный округ,738118.0,40059.0,56032.0,63878.0,130499.0,447650.0,2017-04-01
Курганская область,75910.0,3417.0,4917.0,6257.0,13838.0,47481.0,2017-04-01
Свердловская область,279035.0,14362.0,21825.0,24397.0,45595.0,172856.0,2017-04-01
Тюменская область,95417.0,5296.0,7256.0,7704.0,16879.0,58282.0,2017-04-01
Ханты-Мансийский автономный округ,47301.0,4090.0,5417.0,5705.0,12228.0,19861.0,2017-04-01
Ямало-Ненецкий автономный округ,13472.0,1296.0,1343.0,1693.0,3650.0,5490.0,2017-04-01
Челябинская область,226983.0,11598.0,15274.0,18122.0,38309.0,143680.0,2017-04-01
Сибирский федеральный округ,1404079.0,81374.0,116849.0,130161.0,263400.0,812295.0,2017-04-01
Республика Алтай,22821.0,1170.0,1720.0,2054.0,4446.0,13431.0,2017-04-01
Республика Тыва,20383.0,2099.0,2957.0,4329.0,4849.0,6149.0,2017-04-01
Республика Хакасия,28819.0,1770.0,2817.0,2835.0,5408.0,15989.0,2017-04-01
Алтайский край,181800.0,8761.0,13586.0,13921.0,29904.0,115628.0,2017-04-01
Кемеровская область,232316.0,11508.0,17508.0,20761.0,47165.0,135374.0,2017-04-01
Новосибирская область,185509.0,9253.0,14363.0,16285.0,33851.0,111757.0,2017-04-01
Омская область,128248.0,6589.0,9978.0,11332.0,24194.0,76155.0,2017-04-01
Томская область,54539.0,3216.0,4683.0,4927.0,9806.0,31907.0,2017-04-01
Красноярский край,179411.0,11046.0,15471.0,17356.0,34916.0,100622.0,2017-04-01
Иркутская область,214560.0,15930.0,19565.0,21275.0,39704.0,118086.0,2017-04-01
Дальневосточный федеральный округ,359736.0,22210.0,31743.0,38084.0,64736.0,202963.0,2017-04-01
Республика Бурятия,73906.0,4860.0,7155.0,7570.0,15058.0,39263.0,2017-04-01
Забайкальский край,81767.0,5172.0,7046.0,7516.0,14099.0,47934.0,2017-04-01
Хабаровский край,70439.0,3955.0,5940.0,7086.0,10973.0,42485.0,2017-04-01
Амурская область,68480.0,3624.0,5301.0,6238.0,12461.0,40856.0,2017-04-01
Камчатский край,13715.0,918.0,1185.0,1534.0,2468.0,7610.0,2017-04-01
Магаданская область,5066.0,407.0,597.0,674.0,1074.0,2314.0,2017-04-01
Сахалинская область,21768.0,1533.0,2186.0,2446.0,3591.0,12012.0,2017-04-01
Еврейская автономная область,13195.0,857.0,1191.0,1222.0,2072.0,7853.0,2017-04-01
Чукотский автономный округ,1558.0,170.0,223.0,269.0,403.0,493.0,2017-04-01
Республика Саха (Якутия),51492.0,4538.0,5409.0,7000.0,12548.0,21997.0,2017-04-01
Приморский край,114023.0,6208.0,9711.0,11615.0,19146.0,67343.0,2017-04-01
г. Байконур,288.0,27.0,25.0,52.0,70.0,114.0,2017-04-01
Российская Федерация,11567416.0,543910.0,769714.0,1026760.0,2100502.0,7126530.0,2017-05-01
Центральный федеральный округ,3394381.0,116774.0,172735.0,255102.0,587180.0,2262590.0,2017-05-01
Белгородская область,219738.0,6136.0,10303.0,16278.0,36670.0,150351.0,2017-05-01
Брянская область,109721.0,4140.0,6533.0,10098.0,21264.0,67686.0,2017-05-01
Владимирская область,131668.0,4342.0,6776.0,9460.0,22721.0,88369.0,2017-05-01
Воронежская область,219202.0,7572.0,11470.0,17700.0,44793.0,137667.0,2017-05-01
Ивановская область,82035.0,3108.0,4667.0,6301.0,13284.0,54675.0,2017-05-01
Калужская область,78129.0,3376.0,4800.0,6134.0,13898.0,49921.0,2017-05-01
Костромская область,63510.0,2404.0,3777.0,4973.0,12008.0,40348.0,2017-05-01
Курская область,120327.0,5493.0,8482.0,13441.0,28160.0,64751.0,2017-05-01
Липецкая область,123627.0,4478.0,6787.0,10222.0,24305.0,77835.0,2017-05-01
Орловская область,64579.0,2591.0,3680.0,5342.0,12142.0,40824.0,2017-05-01
Рязанская область,137222.0,4271.0,6365.0,9765.0,24834.0,91987.0,2017-05-01
Смоленская область,78698.0,3421.0,5260.0,6904.0,15143.0,47970.0,2017-05-01
Тамбовская область,115134.0,3363.0,5736.0,9543.0,21566.0,74926.0,2017-05-01
Тверская область,101845.0,4169.0,6320.0,8184.0,18689.0,64483.0,2017-05-01
Тульская область,152709.0,5811.0,9117.0,14297.0,29929.0,93555.0,2017-05-01
Ярославская область,111339.0,3043.0,5203.0,7572.0,16366.0,79155.0,2017-05-01
город Москва,1059373.0,31110.0,42266.0,65838.0,159456.0,760703.0,2017-05-01
Московская область,425525.0,17946.0,25193.0,33050.0,71952.0,277384.0,2017-05-01
Северо-Западный федеральный округ,1300458.0,40620.0,60284.0,79403.0,180168.0,939983.0,2017-05-01
Республика Карелия,65305.0,2213.0,3209.0,4191.0,8596.0,47096.0,2017-05-01
Республика Коми,64398.0,3348.0,5404.0,6371.0,12962.0,36313.0,2017-05-01
Архангельская область,88299.0,3417.0,5184.0,6692.0,13555.0,59451.0,2017-05-01
Ненецкий автономный округ,2913.0,150.0,205.0,276.0,554.0,1728.0,2017-05-01
Вологодская область,103946.0,3245.0,5417.0,7071.0,18201.0,70012.0,2017-05-01
Калининградская область,72628.0,3053.0,4468.0,5909.0,12270.0,46928.0,2017-05-01
город Санкт-Петербург,615432.0,13841.0,19093.0,26979.0,66187.0,489332.0,2017-05-01
Ленинградская область,144597.0,4923.0,7718.0,9899.0,23389.0,98668.0,2017-05-01
Мурманская область,29369.0,1647.0,2290.0,2955.0,4830.0,17647.0,2017-05-01
Новгородская область,63601.0,2311.0,3570.0,4655.0,11078.0,41987.0,2017-05-01
Псковская область,49970.0,2472.0,3726.0,4405.0,8546.0,30821.0,2017-05-01
Северо-Кавказский федеральный округ,866131.0,85967.0,106720.0,152058.0,213724.0,307662.0,2017-05-01
Республика Дагестан,278338.0,36980.0,40307.0,58138.0,73487.0,69426.0,2017-05-01
Республика Ингушетия,49942.0,5785.0,6103.0,12227.0,14853.0,10974.0,2017-05-01
Кабардино-Балкарская Республика,57262.0,4015.0,4692.0,7605.0,14465.0,26485.0,2017-05-01
Карачаево-Черкесская Республика,49517.0,3880.0,4443.0,7752.0,13721.0,19721.0,2017-05-01
Республика Северная Осетия-Алания,67538.0,3493.0,4215.0,7712.0,15007.0,37111.0,2017-05-01
Чеченская Республика,143044.0,21770.0,32137.0,35738.0,32641.0,20758.0,2017-05-01
Ставропольский край,,,,,,,2017-05-01
Южный федеральный округ,1211870.0,59822.0,90353.0,127607.0,251193.0,682895.0,2017-05-01
Республика Адыгея,34308.0,1591.0,2436.0,3829.0,7257.0,19195.0,2017-05-01
Республика Калмыкия,21859.0,2004.0,1917.0,2295.0,5415.0,10228.0,2017-05-01
Республика Крым,123643.0,6130.0,10606.0,15594.0,30688.0,60625.0,2017-05-01
Краснодарский край,,,,,,,2017-05-01
Астраханская область,44490.0,3089.0,3974.0,4733.0,8916.0,23778.0,2017-05-01
Волгоградская область,180091.0,7683.0,12005.0,16522.0,32185.0,111696.0,2017-05-01
Ростовская область,364965.0,19068.0,31765.0,44993.0,84862.0,184277.0,2017-05-01
город Севастополь,19531.0,829.0,1462.0,1944.0,3578.0,11718.0,2017-05-01
Приволжский федеральный округ,2296022.0,97733.0,134855.0,180379.0,411634.0,1471421.0,2017-05-01
Республика Башкортостан,264655.0,12292.0,15911.0,20221.0,45016.0,171215.0,2017-05-01
Республика Марий Эл,64907.0,3020.0,3775.0,4706.0,12014.0,41392.0,2017-05-01
Республика Мордовия,71653.0,2771.0,4011.0,6204.0,14979.0,43688.0,2017-05-01
Республика Татарстан,289467.0,14012.0,17305.0,25411.0,59577.0,173162.0,2017-05-01
Удмуртская Республика,107215.0,4975.0,7917.0,9332.0,20649.0,64342.0,2017-05-01
Чувашская Республика,80551.0,3961.0,5138.0,7519.0,15279.0,48654.0,2017-05-01
Кировская область,128775.0,4236.0,6154.0,7688.0,19830.0,90867.0,2017-05-01
Нижегородская область,301233.0,10634.0,14042.0,18606.0,44768.0,213183.0,2017-05-01
Оренбургская область,199982.0,7802.0,10557.0,13801.0,33881.0,133941.0,2017-05-01
Пензенская область,98147.0,3805.0,5701.0,7988.0,17412.0,63241.0,2017-05-01
Пермский край,214558.0,9098.0,13366.0,15572.0,33279.0,143243.0,2017-05-01
Самарская область,221532.0,9462.0,14414.0,20766.0,45024.0,131866.0,2017-05-01
Саратовская область,138357.0,6839.0,9635.0,13225.0,26724.0,81934.0,2017-05-01
Ульяновская область,114990.0,4826.0,6929.0,9340.0,23202.0,70693.0,2017-05-01
Уральский федеральный округ,737275.0,39920.0,56052.0,63941.0,129954.0,447408.0,2017-05-01
Курганская область,75812.0,3400.0,4903.0,6237.0,13801.0,47471.0,2017-05-01
Свердловская область,278743.0,14319.0,21850.0,24483.0,45406.0,172685.0,2017-05-01
Тюменская область,95276.0,5258.0,7261.0,7721.0,16776.0,58260.0,2017-05-01
Ханты-Мансийский автономный округ,47334.0,4074.0,5409.0,5714.0,12211.0,19926.0,2017-05-01
Ямало-Ненецкий автономный округ,13461.0,1299.0,1348.0,1686.0,3627.0,5501.0,2017-05-01
Челябинская область,226649.0,11570.0,15281.0,18100.0,38133.0,143565.0,2017-05-01
Сибирский федеральный округ,1402096.0,80963.0,116953.0,130162.0,262203.0,811815.0,2017-05-01
Республика Алтай,22783.0,1163.0,1711.0,2064.0,4416.0,13429.0,2017-05-01
Республика Тыва,20372.0,2088.0,2963.0,4298.0,4853.0,6170.0,2017-05-01
Республика Хакасия,28769.0,1759.0,2826.0,2833.0,5361.0,15990.0,2017-05-01
Алтайский край,,,,,,,2017-05-01
Кемеровская область,231753.0,11446.0,17498.0,20708.0,46829.0,135272.0,2017-05-01
Новосибирская область,185314.0,9182.0,14375.0,16290.0,33695.0,111772.0,2017-05-01
Омская область,128111.0,6561.0,10004.0,11310.0,24134.0,76102.0,2017-05-01
Томская область,54445.0,3185.0,4679.0,4901.0,9769.0,31911.0,2017-05-01
Красноярский край,,,,,,,2017-05-01
Иркутская область,214141.0,15835.0,19610.0,21244.0,39510.0,117942.0,2017-05-01
Дальневосточный федеральный округ,358897.0,22084.0,31737.0,38057.0,64375.0,202644.0,2017-05-01
